incident_number,date_time_of_call,cal_year,fin_year,type_of_incident,pump_count,pump_hours_total,hourly_notional_cost,incident_notional_cost,final_description,animal_group_parent,originof_call,property_type,property_category,special_service_type_category,special_service_type,ward_code,ward,borough_code,borough,stn_ground_name,uprn,street,usrn,postcode_district,easting_m,northing_m,easting_rounded,northing_rounded,latitude,longitude,dist,time
5910141.0,15/01/2014 18:00,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,PIGEONS TRAPPED IN NETTING,Bird,Person (mobile),Temple,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000359,Hounslow Heath,E09000018,Hounslow,Heston,200004000000.0,Alice Way,21501576.0,TW3,513540.0,175170.0,513550,175150,0.4252363813370931,0.15506865558796956,0.5319830345039183,18
6308141.0,16/01/2014 18:10,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,CAT STUCK IN CEILING,Cat,Person (land line),Single shop,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,E05000420,Coldharbour,E09000022,Lambeth,Brixton,100023000000.0,Electric Avenue,21900507.0,SW9,531150.0,175409.0,531150,175450,0.4209956914453271,0.4752430929168249,0.2421967010510163,18
6602141.0,17/01/2014 13:54,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,KITTEN TRAPPED BEHIND WALL,Cat,Person (mobile),Domestic garden (vegetation not equipment),Outdoor,Other animal assistance,Assist trapped domestic animal,E05000230,Woolwich Riverside,E09000011,Greenwich,Plumstead,100021000000.0,Woolwich New Road,20801651.0,SE18,543795.0,178880.0,543750,178850,0.4930922139816703,0.7068119946673054,0.4624425467017479,13
7077141.0,18/01/2014 17:06,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,ASSIST RSPCA WITH PIGEONS TRAPPED IN NETTING,Bird,Person (mobile),Other retail,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000358,Hounslow Central,E09000018,Hounslow,Heston,100023000000.0,High Street,21500610.0,TW3,513612.0,175574.0,513650,175550,0.4345089357558904,0.15654124344377737,0.5274690038286587,17
7443141.0,19/01/2014 15:01,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,DOG WITH HEAD STUCK IN RAILINGS,Dog,Person (land line),Warehouse,Non Residential,Other animal assistance,Assist trapped domestic animal,E05000030,Eastbrook,E09000002,Barking and Dagenham,Dagenham,100025153.0,Rainham Road South,19900295.0,RM10,549815.0,185629.0,549850,185650,0.644562686354138,0.8198891777429353,0.5734325784257508,15
8851141.0,23/01/2014 09:17,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,ASSIST RSPCA WITH DOG FALLEN FROM ROOF,Dog,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Other animal assistance,Assist trapped domestic animal,E05000436,Vassall,E09000022,Lambeth,Brixton,100022000000.0,Langton Road,21900840.0,SW9,531795.0,177151.0,531750,177150,0.4607485057121395,0.48778467916173474,0.2303957551692209,9
9427141.0,24/01/2014 19:08,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,CAT AND KITTENS WEDGED IN CAR BONNET,Cat,Person (land line),Underground car park,Non Residential,Other animal assistance,Assist trapped domestic animal,E05000600,Higham Hill,E09000031,Waltham Forest,Walthamstow,10009148338.0,Hillyfield,22819150.0,E17,536137.0,190003.0,536150,190050,0.754213609357449,0.5729901815105013,0.4196941576910524,19
10561141.0,27/01/2014 08:21,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,DOG TRAPPED IN HOLE,Dog,Person (mobile),Domestic garden (vegetation not equipment),Outdoor,Other animal assistance,Assist trapped domestic animal,E05000560,Cheam,E09000029,Sutton,Sutton,5870000623.0,Burdon Lane,22605695.0,SM2,524552.0,162982.0,524550,162950,0.1384685598265334,0.3498203938483452,0.4905993477370301,8
11205141.0,28/01/2014 22:39,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,CAT TRAPPED BETWEEN WALL AND DECKING,Cat,Person (land line),Other building/use not known,Non Residential,Animal rescue from water,Animal rescue from water - Domestic pet,E05000431,Streatham South,E09000022,Lambeth,Norbury,100022000000.0,Guildersfield Road,21900649.0,SW16,530138.0,170159.0,530150,170150,0.3006289016640358,0.45441622002248194,0.3076338294141179,22
15916141.0,08/02/2014 19:51,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,BIRDS TRAPPED IN WIRE MESH,Bird,Person (mobile),Other outdoor equipment/machinery,Outdoor Structure,Animal rescue from height,Animal rescue from height - Bird,E05000176,Elthorne,E09000009,Ealing,Ealing,12059025.0,Church Road,20600387.0,W7,515688.0,180328.0,515650,180350,0.5429802114555705,0.1962455320159555,0.4580169189014754,19
16667141.0,10/02/2014 17:08,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,HORSE STUCK IN HAY CONTAINER,Horse,Person (mobile),Agricultural equipment,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,E05000117,Darwin,E09000006,Bromley,Biggin Hill,100020000000.0,Jail Lane,20301511.0,TN16,542935.0,158831.0,542950,158850,0.03175551265456042,0.6809827855616692,0.6110205544824168,17
17823141.0,13/02/2014 13:34,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,CATS HEAD TRAPPED AROUND EXHAUST PIPE OF CAR,cat,Person (mobile),Car,Road Vehicle,Other animal assistance,Assist trapped domestic animal,E05000216,Charlton,E09000011,Greenwich,East Greenwich,100021000000.0,Leila Parnell Place,20800903.0,SE7,541150.0,177608.0,541150,177650,0.4654951945864244,0.6580745599840221,0.4313184021114749,13
19347141.0,15/02/2014 18:01,2014,2013/14,Special Service,1.0,2.0,290,0.11926605504587157,ASSIST RSCPA OFFICER WITH TRAPPED PIGEON,Bird,Person (land line),Indoor Market,Non Residential,Other animal assistance,Assist trapped wild animal,E05000130,Camden Town with Primrose Hill,E09000007,Camden,Kentish Town,5167971.0,Chalk Farm Road,20400624.0,NW1,528482.0,184222.0,528450,184250,0.625624054088151,0.4308063251139289,0.2373416777559375,18
20564141.0,18/02/2014 10:10,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,DOG FALLEN IN POND,Dog,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,E05000263,Shepherd's Bush Green,E09000013,Hammersmith and Fulham,Hammersmith,34110376.0,Devonport Road,21000272.0,W12,522905.0,179646.0,522950,179650,0.5233645722412524,0.3272523519833943,0.3292841599591453,10
21030141.0,19/02/2014 13:33,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,DOG TRAPPED IN RAILINGS,Dog,Person (land line),Fence,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,E05011218,Belvedere,E09000004,Bexley,Erith,100020000000.0,Edwards Road,20100488.0,DA17,549195.0,179002.0,549150,179050,0.49231906312452706,0.8050613145594745,0.54030614377406,13
26466141.0,04/03/2014 15:58,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,Redacted,Bird,Police,Purpose built office,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000448,Lewisham Central,E09000023,Lewisham,Lewisham,100023000000.0,Molesworth Street,22004181.0,SE13,538084.0,175354.0,538050,175350,0.41550259253972827,0.6012253475541114,0.400664147385308,15
26486141.0,04/03/2014 16:42,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,PEREGRINE FALCON STUCK IN NETTING,Bird,Person (land line),Purpose built office,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000448,Lewisham Central,E09000023,Lewisham,Lewisham,100023000000.0,Molesworth Street,22004181.0,SE13,538084.0,175354.0,538050,175350,0.41550259253972827,0.6012253475541114,0.400664147385308,16
26536141.0,04/03/2014 18:26,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,ASSIST RSPCA WITH SMALL ANIMAL RESCUE,Bird,Person (mobile),Large supermarket,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000623,Shaftesbury,E09000032,Wandsworth,Battersea,100023000000.0,Lavender Hill,22902838.0,SW11,527567.0,175640.0,527550,175650,0.42841577066739883,0.4102299210933105,0.2824451645895074,18
26878141.0,05/03/2014 13:40,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,PIGEON TRAPPED IN GUTTERING,Bird,Person (mobile),Single shop,Non Residential,Other animal assistance,Assist trapped wild animal,E05000572,Worcester Park,E09000029,Sutton,Sutton,5870121012.0,Central Road,22601354.0,KT4,522708.0,165691.0,522750,165650,0.20191746335140362,0.31756541308879266,0.4913997924297477,13
27013141.0,05/03/2014 18:54,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,DOG WITH PAW TRAPPED IN METAL FENCE,Dog,Person (mobile),Park,Outdoor,Other animal assistance,Assist trapped domestic animal,E05011100,Dulwich Village,E09000028,Southwark,West Norwood,10090287157.0,Gallery Road,22501015.0,SE21,532861.0,173179.0,532850,173150,0.36859274878536563,0.5052808526571058,0.3207444044718454,18
27591141.0,07/03/2014 01:02,2014,2013/14,Special Service,1.0,4.0,290,0.3321100917431193,ASSIST VET WITH COLLAPSED HORSE IN STABLE,Horse,Person (mobile),Other animal boarding/breeding establishment,Non Residential,Other animal assistance,Animal assistance - Lift heavy domestic animal,E05011254,Wanstead Park,E09000026,Redbridge,Leytonstone,100024000000.0,Empress Avenue,22302824.0,E12,541924.0,187071.0,541950,187050,0.6830083023982819,0.6769568807973082,0.4802835558292658,1
27879141.0,07/03/2014 17:59,2014,2013/14,Special Service,1.0,2.0,290,0.11926605504587157,DOG TRAPPED IN HOLLOW TREE,Dog,Person (land line),Park,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000519,"Ham, Petersham and Richmond Riverside",E09000027,Richmond upon Thames,Kingston,10002251968.0,Richmond Park,22407048.0,TW10,518839.0,171707.0,518850,171750,0.3426528914408768,0.24991799656956826,0.4900329254244034,17
28193141.0,08/03/2014 12:55,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,ASSIST RSPCA WITH CAT UP TREE,Cat,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000195,Chase,E09000010,Enfield,Enfield,207162441.0,Bowles Green,20702523.0,EN1,534625.0,199071.0,534650,199050,0.9640630221014872,0.5498362305007002,0.4895546966376727,12
28706141.0,09/03/2014 14:11,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,ASSIST RSPCA WITH CAT STUCK IN PIPE ON ROOF,Cat,Person (land line),Warehouse,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,E05000422,Gipsy Hill,E09000022,Lambeth,West Norwood,100023000000.0,Paxton Place,21901077.0,SE27,533053.0,171662.0,533050,171650,0.3335246810771958,0.5080492679030388,0.3445960881960128,14
29496141.0,11/03/2014 11:18,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,ASSIST RSPCA WITH CAT TRAPPED IN GARAGE,Cat,Person (land line),Private garage,Non Residential,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000030,Eastbrook,E09000002,Barking and Dagenham,Dagenham,100064644.0,Hardie Road,19900799.0,RM10,550132.0,186250.0,550150,186250,0.6586526659257397,0.8259946616108493,0.5823691277875279,11
29581141.0,11/03/2014 14:51,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,BIRD TRAPPED IN NETTING,Bird,Person (land line),Furniture warehouse,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000597,Hale End and Highams Park,E09000031,Waltham Forest,Chingford,100023000000.0,Jubilee Avenue,22847785.0,E4,538422.0,191882.0,538450,191850,0.7960751800243323,0.6155687316586241,0.4755805809744547,14
29668141.0,11/03/2014 18:16,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,ASSIST RSPCA - TRAPPED PIGEON,Bird,Person (land line),Animal harm outdoors,Outdoor,Animal rescue from height,Animal rescue from height - Bird,E05000599,High Street,E09000031,Waltham Forest,Walthamstow,100023000000.0,Blackhorse Road,22816400.0,E17,536287.0,188811.0,536250,188850,0.7266591753042049,0.5751406469585895,0.4087764621403735,18
30073141.0,12/03/2014 16:13,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,DOG WITH HEAD TRAPPED IN FENCE,Dog,Person (mobile),Fence,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,E05000122,Orpington,E09000006,Bromley,Orpington,100023000000.0,Goddington Lane,20300903.0,BR6,547228.0,165031.0,547250,165050,0.17178850052703193,0.7619671895780229,0.6187377691720423,16
30079141.0,12/03/2014 16:25,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,CAT TRAPPED UNDER DECKING,Cat,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Other animal assistance,Animal harm involving domestic animal,E05000274,Muswell Hill,E09000014,Haringey,Hornsey,100021000000.0,Grand Avenue,21100352.0,N10,528496.0,189403.0,528450,189450,0.7449890756163112,0.43345173047708907,0.3174808466663826,16
30429141.0,13/03/2014 09:26,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,PIGEON TRAPPED IN NETTING,Bird,Person (land line),Other retail,Non Residential,Other animal assistance,Animal harm involving wild animal,E05011249,Monkhams,E09000026,Redbridge,Woodford,10034920926.0,The Broadway,22306023.0,IG8,540896.0,191874.0,540850,191850,0.7943193871423163,0.6606669247014665,0.5110701126068737,9
33319141.0,18/03/2014 22:21,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,PIGEON TRAPPED IN NETTING ON BALCONY,Bird,Person (land line),Bingo Hall,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000170,Acton Central,E09000009,Ealing,Acton,12145563.0,High Street,20602317.0,W3,520485.0,180099.0,520450,180050,0.5351369452044623,0.28342500083645,0.3721974422265607,22
34115141.0,20/03/2014 17:48,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,Person (land line),Tree scrub,Outdoor,Other animal assistance,Assist trapped domestic animal,E05000558,Carshalton Central,E09000029,Sutton,Wallington,5870060965.0,Banstead Road,22602087.0,SM5,527407.0,163876.0,527450,163850,0.15744600859331268,0.4019874820589586,0.4381658076573248,17
36976141.0,27/03/2014 10:01,2014,2013/14,Special Service,1.0,2.0,290,0.11926605504587157,CAT STUCK IN FIRE APPLIANCE,Cat,Person (land line),Lorry/HGV,Road Vehicle,Other animal assistance,Animal assistance involving domestic animal - Other action,E05011113,Rye Lane,E09000028,Southwark,Peckham,200003000000.0,Peckham Road,22501935.0,SE5,533584.0,176740.0,533550,176750,0.4502038007302381,0.5201116793862188,0.2877251153444811,10
37383141.0,28/03/2014 08:50,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,CAT TRAPPED IN TREE,Cat,Person (land line),Tree scrub,Outdoor,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000562,St. Helier,E09000029,Sutton,Sutton,5870042244.0,Glastonbury Road,22600576.0,SM4,525585.0,166254.0,525550,166250,0.21327900698262298,0.37000798851142747,0.4421851874497832,8
37700141.0,28/03/2014 19:41,2014,2013/14,Special Service,1.0,1.0,290,0.012844036697247707,Redacted,Cat,Person (land line),River/canal,Outdoor,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000440,Catford South,E09000023,Lewisham,Lewisham,100022000000.0,Barmeston Road,22001200.0,SE6,537569.0,172932.0,537550,172950,0.36002219873120195,0.5906787151413163,0.4169201734145222,19
41293141.0,05/04/2014 13:45,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,ASSIST RSPCA WITH CAT UP TREE,Cat,Person (land line),"Grassland, pasture, grazing etc",Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000050,Edgware,E09000003,Barnet,Stanmore,200015610.0,Brockley Hill,20005240.0,HA7,517389.0,194173.0,517350,194150,0.8611095350631747,0.23303433086237885,0.5520326385278317,13
43175141.0,09/04/2014 18:13,2014,2014/15,Special Service,1.0,2.0,295,0.12293577981651377,CAT TRAPPED IN PARTITION WALL,Cat,Person (land line),Nursing/Care Home/Hospice,Other Residential,Other animal assistance,Assist trapped domestic animal,E05000280,Tottenham Green,E09000014,Haringey,Tottenham,10003981417.0,Rangemoor Road,21106599.0,N15,533870.0,188917.0,533850,188950,0.7305853336030774,0.531151037265864,0.3657957503853776,18
43574141.0,10/04/2014 16:15,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,ASSIST RSPCA WITH CAT TRAPPED IN VENT NEAR TO CINEWORLD,Cat,Person (land line),Cinema,Non Residential,Other animal assistance,Assist trapped domestic animal,E05011246,Ilford Town,E09000026,Redbridge,Ilford,10034911858.0,Clements Road,22305994.0,IG1,543882.0,186343.0,543850,186350,0.6649659364694798,0.712240457415212,0.5015637596557393,16
44042141.0,11/04/2014 14:52,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,DOG TRAPPED IN FENCE,Dog,Person (land line),Animal harm outdoors,Outdoor,Other animal assistance,Assist trapped domestic animal,E05000050,Edgware,E09000003,Barnet,Mill Hill,200057510.0,Harrowes Meade,20021040.0,HA8,519451.0,193390.0,519450,193350,0.8419544123529182,0.27031498228134454,0.5174521040637514,14
44529141.0,12/04/2014 15:34,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,DOG IN PRECARIOUS POSITION,Dog,Other FRS,Estate Agent,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,E05000593,Chingford Green,E09000031,Waltham Forest,Chingford,100023000000.0,Stanley Road,22876500.0,E4,538915.0,194455.0,538950,194450,0.8550410853688478,0.6258441503781282,0.5072575174406045,15
44924141.0,13/04/2014 14:17,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,DOG TRAPPED UNDER DECKING,Dog,Police,Other outdoor structures,Outdoor Structure,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000036,Mayesbrook,E09000002,Barking and Dagenham,Barking,100066294.0,Sheppey Road,19900819.0,RM9,547314.0,184406.0,547350,184450,0.6180744754304922,0.7737104678705657,0.5309778648870409,14
44966141.0,13/04/2014 15:38,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,BIRDS TRAPPED BEHIND WIRE,Bird,Person (land line),Pub/wine bar/bar,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000644,St. James's,E09000033,Westminster,Soho,10033604168.0,Craven Passage,8401684.0,WC2N,530213.0,180385.0,530250,180350,0.5362006814116137,0.46052973931831337,0.0456453393020749,15
45880141.0,15/04/2014 16:15,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,ASSIST RSPCA WITH INJURED CAT STUCK UP TREE,Cat,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05011222,Crayford,E09000004,Bexley,Bexley,100020000000.0,Heath Road,20100697.0,DA1,551991.0,174365.0,551950,174350,0.38359342909967303,0.8533775543694977,0.6103983764722802,16
45885141.0,15/04/2014 16:16,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,DOG TRAPPED BETWEEN TWO WALLS,Dog,Person (mobile),Domestic garden (vegetation not equipment),Outdoor,Other animal assistance,Assist trapped domestic animal,E05000563,Stonecot,E09000029,Sutton,Sutton,5870014648.0,Staines Avenue,22601901.0,SM3,523938.0,165664.0,523950,165650,0.20061116247188543,0.3398671615547049,0.4736335830576203,16
46842141.0,17/04/2014 13:48,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,ASSIST RSPCA WITH CAT STUCK IN TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05009330,St. Katharine's & Wapping,E09000030,Tower Hamlets,Whitechapel,6008456.0,St. Anthony's Close,22701949.0,E1W,534173.0,180388.0,534150,180350,0.5338965349504408,0.5325689005857792,0.2449562797725336,13
48774141.0,21/04/2014 16:46,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,CAT TRAPPED BEHIND SHED,Cat,Person (mobile),Animal harm outdoors,Outdoor,Other animal assistance,Animal assistance involving wild animal - Other action,E05000469,Raynes Park,E09000024,Merton,New Malden,48057323.0,Polesden Gardens,22105127.0,SW20,522683.0,169059.0,522650,169050,0.279538773825709,0.3185800118709078,0.4586884999648401,16
49339141.0,22/04/2014 20:49,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,DOG LOCKED IN GARAGE,Dog,Person (mobile),Private garage,Non Residential,Other animal assistance,Assist trapped domestic animal,E05011465,Broad Green,E09000008,Croydon,Norbury,100021000000.0,Cameron Road,20500750.0,CR0,531866.0,167067.0,531850,167050,0.22836478106581887,0.48433671127597866,0.3754886762606833,20
50345141.0,25/04/2014 09:42,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,ASSIST RSPCA WITH CAT IN TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05009387,Woodberry Down,E09000012,Hackney,Stoke Newington,100023000000.0,Cranwich Road,20900285.0,N16,533008.0,187810.0,533050,187850,0.7056039156568161,0.5149156490649681,0.3334824193267199,9
50722141.0,26/04/2014 09:02,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,HORSE STUCK OVER FENCE,Horse,Person (land line),Fence,Outdoor Structure,Other animal assistance,Assist  trapped livestock animal,E05007402,Tatsfield and Titsey,E07000215,Tandridge,Surrey,100062000000.0,Ricketts Hill Road,39500869.0,TN16,541911.0,158227.0,541950,158250,0.018495857517891484,0.6621325736159835,0.6029889932660458,9
52072141.0,29/04/2014 10:25,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,Person (land line),Animal harm outdoors,Outdoor,Other animal assistance,Assist trapped domestic animal,E05000039,Thames,E09000002,Barking and Dagenham,Barking,100088907.0,Sovereign Road,19903818.0,IG11,547119.0,182963.0,547150,182950,0.5849626927021865,0.7694005238037885,0.515374357142456,10
53659141.0,02/05/2014 09:31,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,ASSIST RSPCA WITH KITTEN STUCK UP A TREE,Cat,Person (mobile),Other outdoor location,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000523,Heathfield,E09000027,Richmond upon Thames,Twickenham,100022000000.0,Sheringham Avenue,22401837.0,TW2,513045.0,173074.0,513050,173050,0.37719147541442477,0.14522594106160536,0.5563605683367534,9
53889141.0,02/05/2014 18:30,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,Person (land line),Fire station,Non Residential,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000219,Eltham South,E09000011,Greenwich,Eltham,200001000000.0,Eltham High Street,20800526.0,SE9,543207.0,174425.0,543250,174450,0.3908404749242316,0.6938413650797675,0.4934243690779778,18
55365141.0,05/05/2014 11:40,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,DOG WITH HEAD TRAPPED IN FENCE,Dog,Person (land line),Animal harm outdoors,Outdoor,Other animal assistance,Assist trapped domestic animal,E05011480,Selsdon & Addington Village,E09000008,Croydon,Addington,100021000000.0,Heather Way,20501743.0,CR2,535820.0,162915.0,535850,162950,0.13031360784221319,0.5540740856247064,0.484191190543569,11
55883141.0,06/05/2014 11:58,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,BIRD TRAPPED IN NETTING,Bird,Person (mobile),Train station - elsewhere,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05011249,Monkhams,E09000026,Redbridge,Woodford,10034920911.0,Snakes Lane,22306023.0,IG8,540952.0,191777.0,540950,191750,0.7920488269533004,0.6616385975480269,0.5109562065382953,11
56219141.0,07/05/2014 07:37,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,FOX ON PONTOON,Fox,Person (land line),River/canal,Outdoor,Animal rescue from water,Wild animal rescue from water or mud,E05011106,North Bermondsey,E09000028,Southwark,Dockhead,200003000000.0,Shad Thames,22502224.0,SE1,533879.0,179813.0,533850,179850,0.5208273473067357,0.5269451621596472,0.2462706417744481,7
58236141.0,11/05/2014 20:28,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,CAT STUCK UP TREE,Cat,Person (land line),Woodland/forest - broadleaf/hardwood,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000264,Town,E09000013,Hammersmith and Fulham,Fulham,34069734.0,Fulham Road,21000359.0,SW6,525243.0,176921.0,525250,176950,0.4592614799224221,0.36856183760507044,0.3173790494030677,20
62798141.0,20/05/2014 14:45,2014,2014/15,Special Service,1.0,3.0,295,0.23119266055045873,HORSE COLLAPSED  UNABLE TO STAND WITHOUT ASSISTANCE,Horse,Person (land line),Other animal boarding/breeding establishment,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Farm animal,E05000134,Gospel Oak,E09000007,Camden,Kentish Town,5023224.0,Cressfield Close,20401332.0,NW5,528359.0,185349.0,528350,185350,0.6516628755627739,0.42908607781556907,0.2604784885551968,14
65225141.0,25/05/2014 12:43,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,CAT  TRAPPED IN TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000590,Cann Hall,E09000031,Waltham Forest,Leytonstone,100023000000.0,Ferndale Road,22836050.0,E11,539545.0,186830.0,539550,186850,0.6789781035708887,0.6335086967470458,0.4412549512470149,12
65303141.0,25/05/2014 13:45,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,DOG TRAPPED UNDER SHED,Dog,Person (mobile),Private Garden Shed,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000518,Fulwell and Hampton Hill,E09000027,Richmond upon Thames,Twickenham,100022000000.0,Connaught Road,22401387.0,TW11,514761.0,171386.0,514750,171350,0.3374102538273532,0.1757138275106428,0.5485604451653393,13
65431141.0,25/05/2014 19:57,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,PIGEON TRAPPED IN NETTING,Bird,Person (mobile),Church/Chapel,Non Residential,Other animal assistance,Assist trapped wild animal,E05000348,Chiswick Homefields,E09000018,Hounslow,Chiswick,200004000000.0,Chiswick Mall,21500250.0,W4,521612.0,177811.0,521650,177850,0.48179776597961343,0.30293299990977224,0.3793315924095954,19
67041141.0,29/05/2014 12:43,2014,2014/15,Special Service,1.0,2.0,295,0.12293577981651377,CAT TRAPPED IN WALL CAVITY,Cat,Person (land line),Single shop,Non Residential,Other animal assistance,Assist trapped domestic animal,E05000230,Woolwich Riverside,E09000011,Greenwich,Plumstead,10010202712.0,Powis Street,20801201.0,SE18,543660.0,178936.0,543650,178950,0.49447022539797353,0.7043860546395304,0.4597773461143991,12
67639141.0,30/05/2014 19:00,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,ASSIST RSPCA WITH CAT IN TREE,Cat,Person (land line),Woodland/forest - conifers/softwood,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000444,Forest Hill,E09000023,Lewisham,Forest Hill,100022000000.0,Canonbie Road,22001315.0,SE23,535094.0,173757.0,535050,173750,0.38055628147766746,0.54612143486816,0.3613044519515339,19
67671141.0,30/05/2014 20:09,2014,2014/15,Special Service,1.0,1.0,295,0.014678899082568808,BIRDS TRAPPED IN NETTING,Bird,Person (mobile),Church/Chapel,Non Residential,Animal rescue from height,Wild animal rescue from height,E05000173,Ealing Broadway,E09000009,Ealing,Ealing,12142215.0,Mount Park Road,20601211.0,W5,517728.0,181725.0,517750,181750,0.5740923803490903,0.2339517478326533,0.4382528140240532,20
